pmid,gene,doi,title,abstract,year,keywords,pubmed_count
27955696,TJP1,10.1186/s12974-016-0760-y,Metabolic consequences of inflammatory disruption of the blood-brain barrier in an organ-on-chip model of the human neurovascular unit.,"Understanding blood-brain barrier responses to inflammatory stimulation (such as lipopolysaccharide mimicking a systemic infection or a cytokine cocktail that could be the result of local or systemic inflammation) is essential to understanding the effect of inflammatory stimulation on the brain. It is through the filter of the blood-brain barrier that the brain responds to outside influences, and the blood-brain barrier is a critical point of failure in neuroinflammation. It is important to note that this interaction is not a static response, but one that evolves over time. While current models have provided invaluable information regarding the interaction between cytokine stimulation, the blood-brain barrier, and the brain, these approaches-whether in vivo or in vitro-have often been only snapshots of this complex web of interactions. We utilize new advances in microfluidics, organs-on-chips, and metabolomics to examine the complex relationship of inflammation and its effects on blood-brain barrier function ex vivo and the metabolic consequences of these responses and repair mechanisms. In this study, we pair a novel dual-chamber, organ-on-chip microfluidic device, the NeuroVascular Unit, with small-volume cytokine detection and mass spectrometry analysis to investigate how the blood-brain barrier responds to two different but overlapping drivers of neuroinflammation, lipopolysaccharide and a cytokine cocktail of IL-1&#x3b2;, TNF-&#x3b1;, and MCP1,2. In this study, we show that (1) during initial exposure to lipopolysaccharide, the blood-brain barrier is compromised as expected, with increased diffusion and reduced presence of tight junctions, but that over time, the barrier is capable of at least partial recovery; (2) a cytokine cocktail also contributes to a loss of barrier function; (3) from this time-dependent cytokine activation, metabolic signature profiles can be obtained for both the brain and vascular sides of the blood-brain barrier model; and (4) collectively, we can use metabolite analysis to identify critical pathways in inflammatory response. Taken together, these findings present new data that allow us to study the initial effects of inflammatory stimulation on blood-brain barrier disruption, cytokine activation, and metabolic pathway changes that drive the response and recovery of the barrier during continued inflammatory exposure.",2017,"Brain-on-chip; Cytokine; IL-1&#x3b2;; Lipopolysaccharide; MCP1,2; Mass spectrometry; Metabolomics; Micro-organ; TNF-&#x3b1;; Tight junctions; Blood-Brain Barrier; Brain; Claudin-5; Cytokines; Dose-Response Relationship, Drug; Humans; Interleukin-1beta; Lab-On-A-Chip Devices; Lipopolysaccharides; Metabolic Networks and Pathways; Models, Biological; Protein Transport; Tight Junctions; Time Factors; Tumor Necrosis Factor-alpha; Zonula Occludens-1 Protein",1
25855289,SLPI,10.1038/nature14403,A model of breast cancer heterogeneity reveals vascular mimicry as a driver of metastasis.,"Cancer metastasis requires that primary tumour cells evolve the capacity to intravasate into the lymphatic system or vasculature, and extravasate into and colonize secondary sites. Others have demonstrated that individual cells within complex populations show heterogeneity in their capacity to form secondary lesions. Here we develop a polyclonal mouse model of breast tumour heterogeneity, and show that distinct clones within a mixed population display specialization, for example, dominating the primary tumour, contributing to metastatic populations, or showing tropism for entering the lymphatic or vasculature systems. We correlate these stable properties to distinct gene expression profiles. Those clones that efficiently enter the vasculature express two secreted proteins, Serpine2 and Slpi, which were necessary and sufficient to program these cells for vascular mimicry. Our data indicate that these proteins not only drive the formation of extravascular networks but also ensure their perfusion by acting as anticoagulants. We propose that vascular mimicry drives the ability of some breast tumour cells to contribute to distant metastases while simultaneously satisfying a critical need of the primary tumour to be fed by the vasculature. Enforced expression of SERPINE2 and SLPI in human breast cancer cell lines also programmed them for vascular mimicry, and SERPINE2 and SLPI were overexpressed preferentially in human patients that had lung-metastatic relapse. Thus, these two secreted proteins, and the phenotype they promote, may be broadly relevant as drivers of metastatic progression in human cancer.",2015,"Animals; Anticoagulants; Breast Neoplasms; Clone Cells; Disease Models, Animal; Disease Progression; Endothelium, Vascular; Extracellular Matrix; Female; Gene Expression Profiling; Lung Neoplasms; Mice; Neoplasm Metastasis; Recurrence; Secretory Leukocyte Peptidase Inhibitor; Sequence Analysis, DNA; Serpin E2",1
33589597,UBE2S,10.1038/s41392-020-00432-z,UBE2S interacting with TRIM28 in the nucleus accelerates cell cycle by ubiquitination of p27 to promote hepatocellular carcinoma development.,"Genomic sequencing analysis of tumors provides potential molecular therapeutic targets for precision medicine. However, identifying a key driver gene or mutation that can be used for hepatocellular carcinoma (HCC) treatment remains difficult. Here, we performed whole-exome sequencing on genomic DNA obtained from six pairs of HCC and adjacent tissues and identified two novel somatic mutations of UBE2S (p. Gly57Ala and p. Lys63Asn). Predictions of the functional effects of the mutations showed that two amino-acid substitutions were potentially deleterious. Further, we observed that wild-type UBE2S, especially in the nucleus, was significantly higher in HCC tissues than that in adjacent tissues and closely related to the clinicopathological features of patients with HCC. Functional assays revealed that overexpression of UBE2S promoted the proliferation, invasion, metastasis, and G1/S phase transition of HCC cells in vitro, and promoted the tumor growth significantly in vivo. Mechanistically, UBE2S interacted with TRIM28 in the nucleus, both together enhanced the ubiquitination of p27 to facilitate its degradation and cell cycle progression. Most importantly, the small-molecule cephalomannine was found by a luciferase-based sensitive high-throughput screen (HTS) to inhibit UBE2S expression and significantly attenuate HCC progression in vitro and in vivo, which may represent a promising strategy for HCC therapy.",2022,"Carcinoma, Hepatocellular; Cell Cycle; Cell Line, Tumor; Cell Movement; Cell Nucleus; Cell Proliferation; Disease-Free Survival; Female; Gene Expression Regulation, Neoplastic; Humans; Kaplan-Meier Estimate; Liver Neoplasms; Male; Middle Aged; Proliferating Cell Nuclear Antigen; Tripartite Motif-Containing Protein 28; Ubiquitin-Conjugating Enzymes; Ubiquitination",1
37165191,TOPBP1,10.1038/s41586-023-05974-0,Mitotic clustering of pulverized chromosomes from micronuclei.,"Complex genome rearrangements can be generated by the catastrophic pulverization of missegregated chromosomes trapped within micronuclei through a process known as chromothripsis<sup>1-5</sup>. As each chromosome contains a single centromere, it remains unclear how acentric fragments derived from shattered chromosomes are inherited between daughter cells during mitosis<sup>6</sup>. Here we tracked micronucleated chromosomes with live-cell imaging and show that acentric fragments cluster in close spatial proximity throughout mitosis for asymmetric inheritance by a single daughter cell. Mechanistically, the CIP2A-TOPBP1 complex prematurely associates with DNA lesions within ruptured micronuclei during interphase, which poises pulverized chromosomes for clustering upon mitotic entry. Inactivation of CIP2A-TOPBP1 caused acentric fragments to disperse throughout the mitotic cytoplasm, stochastically partition into the nucleus of both daughter cells and aberrantly misaccumulate as cytoplasmic DNA. Mitotic clustering facilitates the reassembly of acentric fragments into rearranged chromosomes lacking the extensive DNA copy-number losses that are characteristic of canonical chromothripsis. Comprehensive analysis of pan-cancer genomes revealed clusters of DNA copy-number-neutral rearrangements-termed balanced chromothripsis-across diverse tumour types resulting in the acquisition of known cancer driver events. Thus, distinct patterns of chromothripsis can be explained by the spatial clustering of pulverized chromosomes from micronuclei.",2023,NA,4
36171622,TOPBP1,10.1186/s13046-022-02449-4,Long non-coding RNA NEAT1 mediated RPRD1B stability facilitates fatty acid metabolism and lymph node metastasis via c-Jun/c-Fos/SREBP1 axis in gastric cancer.,"Lymph node metastasis is one of most common determinants of the stage and prognosis of gastric cancer (GC). However, the key molecular events and mechanisms mediating lymph node metastasis remain elusive. RNA sequencing was used to identify driver genes responsible for lymph node metastasis in four cases of gastric primary tumors, metastatic lesions of lymph nodes and matched normal gastric epithelial tissue. qRT-PCR and IHC were applied to examine RPRD1B expression. Metastatic functions were evaluated in vitro and in vivo. RNA-seq was used to identify target genes. ChIP, EMSA and dual luciferase reporter assays were conducted to identify the binding sites of target genes. Co-IP, RIP, MeRIP, RNA-FISH and ubiquitin assays were applied to explore the underlying mechanisms. The top 8 target genes (RPRD1B, MAP4K4, MCM2, TOPBP1, FRMD8, KBTBD2, ADAM10 and CXCR4) that were significantly upregulated in metastatic lymph nodes of individuals with GC were screened. The transcriptional cofactor RPRD1B (regulation of nuclear pre-mRNA domain containing 1B) was selected for further characterization. The clinical analysis showed that RPRD1B was significantly overexpressed in metastatic lymph nodes and associated with poor outcomes in patients with GC. The Mettl3-induced m<sup>6</sup>A modification was involved in the upregulation of RPRD1B. Functionally, RPRD1B promoted lymph node metastasis capabilities in vitro and in vivo. Mechanistic studies indicated that RPRD1B increased fatty acid uptake and synthesis by transcriptionally upregulating c-Jun/c-Fos and activating the c-Jun/c-Fos/SREBP1 axis. In addition, NEAT1 was upregulated significantly by c-Jun/c-Fos in RPRD1B-overexpressing cells. NEAT1, in turn, increased the stability of the RPRD1B mRNA by recruiting the m<sup>6</sup>A ""reader"" protein hnRNPA2B1 and reduced the degradation of the RPRD1B protein by inhibiting TRIM25-mediated ubiquitination. Notably, this functional circuitry was disrupted by an inhibitor of c-Jun/c-Fos/AP1 proteins (SR11302) and small interfering RNAs targeting NEAT1, leading to a preferential impairment of lymph node metastasis. Based on these findings, RPRD1B facilitated FA metabolism and assisted primary tumor implantation in lymph nodes via the c-Jun/c-Fos/SREBP1 axis, which was enhanced by a NEAT1-mediated positive feedback loop, serving as a potential therapeutic target for GC treatment.",2022,"Fatty acid metabolism, c-Jun/c-Fos/SREBP1 axis; Lymph node metastasis; NEAT1; RPRD1B; TRIM25; hnRNPA2B1; Cell Cycle Proteins; Cell Line, Tumor; Cell Proliferation; Fatty Acids; Gene Expression Regulation, Neoplastic; Humans; Intracellular Signaling Peptides and Proteins; Lymphatic Metastasis; Methyltransferases; Neoplasm Proteins; Protein Serine-Threonine Kinases; RNA Precursors; RNA, Long Noncoding; RNA, Messenger; Stomach Neoplasms; Ubiquitins",4
34145035,TOPBP1,10.1158/0008-5472.CAN-20-3651,CIP2A Interacts with TopBP1 and Drives Basal-Like Breast Cancer Tumorigenesis.,"Basal-like breast cancers (BLBC) are characterized by defects in homologous recombination (HR), deficient mitotic checkpoint, and high-proliferation activity. Here, we discover CIP2A as a candidate driver of BLBC. CIP2A was essential for DNA damage-induced initiation of mouse BLBC-like mammary tumors and for survival of HR-defective BLBC cells. CIP2A was dispensable for normal mammary gland development and for unperturbed mitosis, but selectively essential for mitotic progression of DNA damaged cells. A direct interaction between CIP2A and a DNA repair scaffold protein TopBP1 was identified, and CIP2A inhibition resulted in enhanced DNA damage-induced TopBP1 and RAD51 recruitment to chromatin in mammary epithelial cells. In addition to its role in tumor initiation, and survival of BRCA-deficient cells, CIP2A also drove proliferative MYC and E2F1 signaling in basal-like triple-negative breast cancer (BL-TNBC) cells. Clinically, high CIP2A expression was associated with poor patient prognosis in BL-TNBCs but not in other breast cancer subtypes. Small-molecule reactivators of PP2A (SMAP) inhibited CIP2A transcription, phenocopied the CIP2A-deficient DNA damage response (DDR), and inhibited growth of patient-derived BLBC xenograft. In summary, these results demonstrate that CIP2A directly interacts with TopBP1 and coordinates DNA damage-induced mitotic checkpoint and proliferation, thereby driving BLBC initiation and progression. SMAPs could serve as a surrogate therapeutic strategy to inhibit the oncogenic activity of CIP2A in BLBCs. SIGNIFICANCE: These results identify CIP2A as a nongenetic driver and therapeutic target in basal-like breast cancer that regulates DNA damage-induced G<sub>2</sub>-M checkpoint and proliferative signaling.",2022,"9,10-Dimethyl-1,2-benzanthracene; Animals; Autoantigens; Breast Neoplasms; Carcinogenesis; Carrier Proteins; Cell Cycle; Cell Line, Tumor; Cell Proliferation; DNA Damage; DNA-Binding Proteins; Female; Humans; Immunohistochemistry; Intracellular Signaling Peptides and Proteins; Membrane Proteins; Mice; Mice, Knockout; Mice, Transgenic; Mitosis; Mutation; Nuclear Proteins; Proteome; Recombination, Genetic; Signal Transduction",4
29138344,TOPBP1,10.1158/1078-0432.CCR-17-1872,Targeting the MYCN-PARP-DNA Damage Response Pathway in Neuroendocrine Prostate Cancer.,"<b>Purpose:</b> We investigated MYCN-regulated molecular pathways in castration-resistant prostate cancer (CRPC) classified by morphologic criteria as adenocarcinoma or neuroendocrine to extend the molecular phenotype, establish driver pathways, and identify novel approaches to combination therapy for neuroendocrine prostate cancer (NEPC).<b>Experimental Design and Results:</b> Using comparative bioinformatics analyses of CRPC-Adeno and CRPC-Neuro RNA sequence data from public data sets and a panel of 28 PDX models, we identified a MYCN-PARP-DNA damage response (DDR) pathway that is enriched in CRPC with neuroendocrine differentiation (NED) and CRPC-Neuro. ChIP-PCR assay revealed that N-MYC transcriptionally activates PARP1, PARP2, BRCA1, RMI2, and TOPBP1 through binding to the promoters of these genes. MYCN or PARP1 gene knockdown significantly reduced the expression of MYCN-PARP-DDR pathway genes and NED markers, and inhibition with MYCNsi and/or PARPsi, BRCA1si, or RMI2si significantly suppressed malignant activities, including cell viability, colony formation, and cell migration, in C4-2b4 and NCI-H660 cells. Targeting this pathway with AURKA inhibitor PHA739358 and PARP inhibitor olaparib generated therapeutic effects similar to those of gene knockdown <i>in vitro</i> and significantly suppressed tumor growth in both C4-2b4 and MDACC PDX144-13C subcutaneous models <i>in vivo</i><b>Conclusions:</b> Our results identify a novel MYCN-PARP-DDR pathway that is driven by N-MYC in a subset of CRPC-Adeno and in NEPC. Targeting this pathway using <i>in vitro</i> and <i>in vivo</i> CRPC-Adeno and CRPC-Neuro models demonstrated a novel therapeutic strategy for NEPC. Further investigation of N-MYC-regulated DDR gene targets and the biological and clinical significance of MYCN-PARP-DDR signaling will more fully elucidate the importance of the MYCN-PARP-DDR signaling pathway in the development and maintenance of NEPC. <i>Clin Cancer Res; 24(3); 696-707. &#xa9;2017 AACR</i>.",2019,"Animals; Aurora Kinase A; Carcinoma, Neuroendocrine; Cell Line, Tumor; Computational Biology; DNA Damage; Disease Models, Animal; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Heterografts; Humans; Male; Mice; Mitosis; N-Myc Proto-Oncogene Protein; Poly(ADP-ribose) Polymerase Inhibitors; Poly(ADP-ribose) Polymerases; Prostatic Neoplasms; Signal Transduction; Transcriptome",4
NA,PNPLA7,NA,NA,NA,NA,NA,0
NA,TBC1D31,NA,NA,NA,NA,NA,0
NA,EXOSC4,NA,NA,NA,NA,NA,0
37152777,BRCA1,10.1002/ags3.12636,Genomic landscape of pancreatic cancer in the Japanese version of the Cancer Genome Atlas.,"Pancreatic cancer (PC) is one of the most aggressive cancers worldwide. Although many studies have investigated genomic alterations, the genomic landscape of Japanese PC patients has not been fully elucidated. We used whole-exome sequencing, cancer gene panel deep-sequencing, and microarray gene expression profiling data derived from the Japanese version of the Cancer Genome Atlas (JCGA) in 93 PC cases. Somatic driver mutations were identified in 65.6% of samples in 19 genes. The median tumor mutation burden (TMB) value was 0.24 Muts/Mb (interquartile range, 0.15-0.64 Muts/Mb). The commonly mutated genes were <i>KRAS</i> (58%), <i>TP53</i> (40%), <i>CDKN2A</i> (10%), SMAD4 (10%), <i>FGFR2</i> (9%), and <i>PKHD1</i> (9%). Frequent germline variation genes were <i>BRCA1</i> (8%), <i>CDH1</i> (5%), <i>MET</i> (5%), <i>MSH6</i> (5%), and <i>TEK</i> (5%). Frequent chromosomal arm alterations included copy number gains in 2q (42%), 7q (24%), and 3q (24%), and copy number losses in 19p (62%), 19q (47%), 12q (34%), and 7q (30%). A prognostic analysis according to the presence of driver mutations showed that overall survival (OS) in the driver mutation-positive group was significantly worse in comparison to that of the driver mutation-negative group (median, 23.1 vs 46.7&#x2009;mo; <i>P</i>&#xa0;=&#xa0;.010). A Cox proportional hazards analysis for OS identified driver mutation (hazard ratio [HR], 1.89; <i>P</i>&#xa0;=&#xa0;.025) and lymph node metastasis (HR, 3.27; <i>P</i>&#xa0;=&#xa0;.002) as independent prognostic factors. The present results from the JCGA dataset constitute a fundamental resource for genomic medicine for PC patients, especially in Japan.",2023,copy number variant; driver mutation; pancreatic cancer; prognosis,250
37149903,BRCA1,10.1016/j.ygyno.2023.04.024,Germline drivers of gynecologic carcinosarcomas.,"To describe the prevalence of germline pathogenic variants (gPVs) in endometrial and ovarian carcinosarcomas and determine if gPVs are drivers of carcinosarcoma. Patients with endometrial or ovarian carcinosarcomas who underwent clinical tumor-normal sequencing from 1/1/2015 to 6/1/2021 and consented to germline assessment of &#x2265;76 cancer predisposition genes were included. In patients with gPVs, biallelic inactivation was identified through analysis of loss of heterozygosity and somatic pathogenic alterations. Of 216 patients identified, 167 (77%) were diagnosed with endometrial carcinosarcoma and 49 (23%) with ovarian carcinosarcoma. Overall, 33 gPVs were observed in 29 patients (13%); 20 gPVs (61%) had biallelic loss in tumors. The rate of high-penetrance gPVs overall was 7% (16 of 216); 88% of high-penetrance gPVs had biallelic loss. In the endometrial carcinosarcoma cohort, 22 gPVs were found in 19 (11%) of 167 patients; 12 gPVs (55%) had biallelic loss in tumors, including 8 (89%) of 9 in high-penetrance gPVs. Among the ovarian carcinosarcoma cohort, 11 gPVs were found in 10 (20%) of 49 patients; 8 gPVs (73%) had biallelic loss in tumors, and all evaluable high-penetrance gPVs (n&#xa0;=&#xa0;6) had biallelic loss. All gPVs in homologous recombination (BRCA1, BRCA2, RAD51C) and Lynch syndrome (MSH2, MSH6) genes had biallelic loss in tumors (n&#xa0;=&#xa0;15). gPVs in genes affecting homologous recombination- or Lynch-associated mismatch repair exhibited biallelic inactivation within tumors, suggesting likely drivers of gynecologic carcinosarcoma. Our data support germline testing for patients with gynecologic carcinosarcomas, given implications for treatment and risk-reduction in patients and at-risk family members.",2023,Endometrial carcinosarcoma; Genetic testing; Germline pathogenic variants; Gynecologic carcinosarcomas; Ovarian carcinosarcoma,250
37063417,BRCA1,10.7150/ijbs.81317,SB Digestor: a tailored driver gene identification tool for dissecting heterogeneous Sleeping Beauty transposon-induced tumors.,"Sleeping Beauty (SB) insertional mutagenesis has been widely used for genome-wide functional screening in mouse models of human cancers, however, intertumor heterogeneity can be a major obstacle in identifying common insertion sites (CISs). Although previous algorithms have been successful in defining some CISs, they also miss CISs in certa<i>in situ</i>ations. A major common characteristic of these previous methods is that they do not take tumor heterogeneity into account. However, intertumoral heterogeneity directly influences the sequence read number for different tumor samples and then affects CIS identification. To precisely detect and define cancer driver genes, we developed SB Digestor, a computational algorithm that overcomes biological heterogeneity to identify more potential driver genes. Specifically, we define the relationship between the sequenced read number and putative gene number to deduce the depth cutoff for each tumor, which can reduce tumor complexity and precisely reflect intertumoral heterogeneity. Using this new tool, we re-analyzed our previously published SB-based screening dataset and identified many additional potent drivers involved in Brca1-related tumorigenesis, including Arhgap42, Tcf12, and Fgfr2. SB Digestor not only greatly enhances our ability to identify and prioritize cancer drivers from SB tumors but also substantially deepens our understanding of the intrinsic genetic basis of cancer.",2023,"Fgfr2; SB Digestor; Sleeping Beauty transposon; common insertion sites; intertumor heterogeneity; Animals; Mice; Humans; DNA Transposable Elements; Neoplasms; Mutagenesis, Insertional; Oncogenes; Disease Models, Animal; Transposases",250
37002487,BRCA1,10.1007/s10549-023-06910-6,Exceptional responses to PARP inhibitors in patients with metastatic breast cancer in oncologic crisis.,"Cancers deficient in homologous recombination DNA repair, such as those with BRCA1 or BRCA2 (BRCA1/2) mutations rely on a pathway mediated by the enzyme poly(adenosine diphosphate-ribose) polymerase (PARP). PARP inhibitors (PARPi's) have demonstrated efficacy in treating patients with germline (g)BRCA1/2, somatic (s)BRCA1/2, and gPALB2 mutations in clinical trials. However, patients with a poor performance status (PS) and those with severe organ impairment are often excluded from clinical trials and cancer-directed treatment. We report the cases of two patients&#xa0;with metastatic breast cancer who had poor PS, significant visceral disease, and gPALB2 and sBRCA mutations, who derived significant clinical benefit from treatment with PARP inhibition. Patient A had germline testing demonstrating a heterozygous PALB2 pathogenic mutation (c.3323delA) and a BRCA2 variant of unknown significance (c.9353T&gt;C), and tumor sequencing revealed PALB2 (c.228_229del and c.3323del) and ESR1 (c.1610A&gt;C) mutations. Patient B was negative for pathologic BRCA mutations upon germline testing, but tumor sequencing demonstrated somatic BRCA2 copy number loss and a PIK3CA mutation (c.1633G&gt;A). Treatment with PARPi's in these two patients with an initial PS of 3-4 and significant visceral disease resulted in prolonged clinical benefit. Patients with a poor PS, such as those described here, may still have meaningful clinical responses to cancer treatments targeting oncogenic drivers. More studies evaluating PARPi's beyond gBRCA1/2 mutations and in sub-optimal PS would help identify patients who may benefit from these therapies.",2023,BRCA; Breast cancer; PALB2; PARP; Performance status; Humans; Female; Poly(ADP-ribose) Polymerase Inhibitors; BRCA1 Protein; Breast Neoplasms; BRCA2 Protein; Poly(ADP-ribose) Polymerases; Germ-Line Mutation,250
36999792,BRCA1,10.1002/cam4.5871,Pathogenic genomic alterations in Chinese pancreatic cancer patients and their therapeutical implications.,"Approximately 90% of pancreatic ductal adenocarcinoma (PDAC) cases are driven by the untargetable non-G12C KRAS mutations, and only a small subset of patients are eligible for FDA-approved precision therapies. The practice of precision therapy in pancreatic cancer was limited by the paucity of targetable genetic alterations, especially in the Asian population. To explore therapeutic targets in 499 Chinese PDAC patients, a deep sequencing panel (OncoPanscan&#x2122;, Genetron health) was used to characterize somatic alterations including point mutations, indels, copy number alterations, gene fusions as well as pathogenic germline variants. We performed genomic profiling in 499 Chinese PDAC patients, which revealed somatic driver mutations in KRAS, TP53, CDKN2A, SMAD4, ARID1A, RNF43, and pathogenic germline variants (PGVs) in cancer predisposition genes including BRCA2, PALB2, and ATM. Overall, 20.4% of patients had targetable genomic alterations. About 8.4% of patients carried inactivating germline and somatic variants in BRCA1/2 and PALB2, which were susceptible to platinum and PARP inhibitors therapy. Patients with KRAS wild-type disease and early-onset pancreatic cancer (EOPC) harbored actionable mutations including BRAF, EGFR, ERBB2, and MAP2K1/2. Compared to PGV-negative patients, PGV-positive patients were younger and more likely to have a family history of cancer. Furthermore, PGVs in PALB2, BRCA2, and ATM were associated with high PDAC risk in the Chinese population. Our results demonstrated that a genetic screen of actionable genomic variants could facilitate precision therapy and cancer risk reduction in pancreatic cancer patients of Asian ethnicity.",2023,"cancer risk; genetic alterations; next-generation sequencing; pancreatic cancer; precision therapy; Humans; BRCA1 Protein; BRCA2 Protein; Carcinoma, Pancreatic Ductal; East Asian People; Genomics; Pancreatic Neoplasms; Proto-Oncogene Proteins p21(ras)",250
36993400,BRCA1,10.1101/2023.03.20.23287465,<i>BRCA1</i> secondary splice-site mutations drive exon-skipping and PARP inhibitor resistance.,"<i>BRCA1</i> splice isoforms &#x394;11 and &#x394;11q can contribute to PARP inhibitor (PARPi) resistance by splicing-out mutation-containing exons, producing truncated, partially-functional proteins. However, the clinical impact and underlying drivers of <i>BRCA1</i> exon skipping remain undetermined. We analyzed nine ovarian and breast cancer patient derived xenografts (PDX) with <i>BRCA1</i> exon 11 frameshift mutations for splice isoform expression and therapy response. This included a matched PDX pair derived from a patient pre-and post-chemotherapy/PARPi regimen. <i>BRCA1</i> exon 11-deficient isoform expression was generally elevated in PARPi resistant PDX tumors. Two independent PDX models acquired secondary <i>BRCA1</i> splice site mutations (SSMs), predicted <i>in silico</i> to drive exon skipping. Predictions were confirmed using qRT-PCR, RNA sequencing, western blots and <i>BRCA1</i> minigene modelling. SSMs were also enriched in post-PARPi OC patient cohorts from the ARIEL2 and ARIEL4 clinical trials. We demonstrate that SSMs drive <i>BRCA1</i> exon 11 skipping and PARPi resistance, and should be clinically monitored, along with frame-restoring secondary mutations.",2023,NA,250
36744932,BRCA1,10.1093/jnci/djad016,Comprehensive analysis of germline drivers in endometrial cancer.,"We sought to determine the prevalence of germline pathogenic variants (gPVs) in unselected patients with endometrial cancer (EC), define biallelic gPVs within tumors, and describe their associations with clinicopathologic features. Germline assessment of at least 76 cancer predisposition genes was performed in patients with EC undergoing clinical tumor-normal Memorial Sloan Kettering-Integrated Mutation Profiling of Actionable Cancer Targets (MSK-IMPACT) sequencing from January 1, 2015, to June 30, 2021. In patients with gPVs, biallelic alterations in ECs were identified through analysis of loss of heterozygosity and somatic PVs. Clinicopathologic variables were compared using nonparametric tests. Of 1625 patients with EC, 216 (13%) had gPVs, and 15 patients had 2 gPVs. There were 231 gPVs in 35 genes (75 [32%] high penetrance; 39 [17%] moderate penetrance; and 117 [51%] low, recessive, or uncertain penetrance). Compared with those without gPVs, patients with gPVs were younger (P&#x2009;=&#x2009;.002), more often White (P&#x2009;=&#x2009;.009), and less obese (P&#x2009;=&#x2009;.025) and had differences in distribution of tumor histology (P&#x2009;=&#x2009;.017) and molecular subtype (P&#x2009;&lt;&#x2009;.001). Among 231 gPVs, 74 (32%) exhibited biallelic inactivation within tumors. For high-penetrance gPVs, 63% (47 of 75) of ECs had biallelic alterations, primarily affecting mismatch repair (MMR) and homologous recombination related genes, including BRCA1,BRCA2, RAD51D, and PALB2. Biallelic inactivation varied across molecular subtypes with highest rates in microsatellite instability-high (MSI-H) or copy-number (CN)-high subtypes (3 of 12 [25%] POLE, 30 of 77 [39%] MSI-H, 27 of 60 [45%] CN-high, 9 of 57 [16%] CN-low; P&#x2009;&lt;&#x2009;.001). Of unselected patients with EC, 13% had gPVs, with 63% of gPVs in high-penetrance genes (MMR and homologous recombination) exhibiting biallelic inactivation, potentially driving cancer development. This supports germline assessment in EC given implications for treatment and cancer prevention.",2023,Female; Humans; Mutation; Germ-Line Mutation; Endometrial Neoplasms; Microsatellite Instability; Genetic Predisposition to Disease,250
36741696,BRCA1,10.3389/fonc.2022.1086908,Genetic testing and prognosis of sarcomatoid hepatocellular carcinoma patients.,"Sarcomatoid hepatocellular carcinoma (SHC) is a rare epithelial malignancy with high invasiveness and poor prognosis. However, the molecular characteristics and main driver genes for SHC have not been determined. The aim of this study is to explore the potentially actionable mutations of driver genes, which may provide more therapeutic options for SHC. In this study, DNA extraction and library preparation were performed using tumor tissues from 28 SHC patients. Then we used Miseq platform (Illumina) to sequence the target-enriched library, and we aligned and processed the sequencing data. The gene groups were tested for SNVs/Indels/CNVs. Tumor mutation burden (TMB) was assessed by the 425-cancer-relevant gene panel. Multivariate analysis of COX's model was used for survival analysis (OS) of patients' clinical characteristics. The median overall survival (OS) of the patients was only 4.4 months. <i>TP53</i>, <i>TERT</i>, and <i>KRAS</i> were the top three frequently mutated genes, with frequencies of 89.3%, 64.3%, and 21.4%, respectively. A considerable number of patients carried mutations in genes involved in the <i>TP53</i> pathway (96%) and DNA Damage Repair (DDR) pathway (21%). Multiple potentially actionable mutations, such as <i>NTRK1</i> fusions and <i>BRCA1/2</i> mutations, were identified in SHCs. This study shows a landscape of gene mutations in SHC. SHC has high mutation rates in <i>TP53</i> pathway and DDR pathway. The potentially actionable mutations of driver genes may provide more therapeutic options for SHC. Survival analysis found that age, smoking, drinking, and tumor diameter may be independent prognostic predictors of SHC.",2023,gene mutation; genetic testing; hepatic tumors; prognosis; sarcomatoid carcinoma,250
36706709,BRCA1,10.1016/j.bbrc.2023.01.055,PARP1 inhibitors induce pyroptosis via caspase 3-mediated gasdermin E cleavage.,"The identification of PARP1 as a therapeutic target for BRCA1/2-deficient cells has led to a paradigm shift for the treatment of human malignancies with BRCA1/2 mutations. However, our understanding of the mechanism of action of PARP1 inhibitors (PARPi) is still evolving. It is being increasingly appreciated that the immunomodulatory function of PARPi is a critical contributor of the anti-tumor effects of these compounds. Here, we identify a novel cell death effector pathway for PARPi where PARPi induces inflammatory pyroptosis that is mediated by caspase 3-dependent cleavage of GSDME. Caspase 3 is activated upon PARPi treatment which directly cleaves GSDME and, subsequently induces pyroptosis. Genetic and pharmacological experiments show that the presence of the PARP1 protein with uncompromised DNA binding capability is required for PARPi-induced pyroptosis, suggesting that PARP1 trapping is a key driver of this phenomenon. Importantly, we show that PARPi-induced GSDME cleavage and pyroptosis occurred only in the BRCA1-deficient cells, but not in those reconstituted with BRCA1 wild-type (WT). These findings suggest that pyroptosis could be a novel aspect of the immunomodulatory function of PARPi. Our studies could also offer new insights to the potential biomarkers and therapeutic strategies to achieve better anti-tumor effects of PARPi for BRCA-deficient tumors with low GSDME expression.",2023,BRCA gene; Caspase 3; Gasdermin E (GSDME); PARP1 inhibitors (PARPi); Poly-ADP-Ribose-polymerase 1 (PARP1); Pyroptosis; Humans; Pyroptosis; Gasdermins; Caspase 3; Poly (ADP-Ribose) Polymerase-1; Cell Death; Neoplasms,250
